=== 语义排序结果体验 ===
算法: sorted_sig_filter_opt_10000.txt
单词总数: 10000
【核心性能与质量指标】
- 排序计算耗时: 768.138 ms
- 平均相邻汉明距离: 559.44 (指标越低，相邻单词的语义过渡越连贯越好)
- 最大相邻汉明距离: 929 (指标越低，说明没有突兀的语义“大跳转”)
- 汉明距离 > 128 突变个数: 9986
--------------------------------------------------

00001. handshake          (起点)
03056. in common          (相邻汉明距离: 563)
03057. common good        (相邻汉明距离: 580)
03058. good manners       (相邻汉明距离: 659)
03059. impoliteness       (相邻汉明距离: 732)
03060. impolitely         (相邻汉明距离: 370)
03061. impolite           (相邻汉明距离: 280)
03062. polite             (相邻汉明距离: 516)
03063. a polite remark    (相邻汉明距离: 464)
03064. I beg your pardon  (相邻汉明距离: 737)
03065. excuse me          (相邻汉明距离: 621)
03066. excuse             (相邻汉明距离: 340)
03067. make an excuse     (相邻汉明距离: 453)
03068. exculpatory        (相邻汉明距离: 624)
03069. execrable          (相邻汉明距离: 630)
03070. executioner        (相邻汉明距离: 635)
03071. gunner             (相邻汉明距离: 680)
03072. gunman             (相邻汉明距离: 446)
03073. gunshot            (相邻汉明距离: 498)
03074. gun down           (相邻汉明距离: 579)
03075. nail down          (相邻汉明距离: 678)
03076. fasten down        (相邻汉明距离: 543)
03077. unfasten           (相邻汉明距离: 607)
03078. unfocussed         (相邻汉明距离: 617)
03079. focal              (相邻汉明距离: 553)
03080. focal point        (相邻汉明距离: 332)
03081. focus on           (相邻汉明距离: 461)
03082. focus window       (相邻汉明距离: 526)
03083. floating window    (相邻汉明距离: 505)
03084. info window        (相邻汉明距离: 626)
03085. information area   (相邻汉明距离: 621)
03086. information flow   (相邻汉明距离: 659)
03087. information content (相邻汉明距离: 569)
03088. digital information (相邻汉明距离: 655)
03089. digital data       (相邻汉明距离: 494)
03090. digital computer   (相邻汉明距离: 513)
03091. digit circuit      (相邻汉明距离: 575)
03092. digital control    (相邻汉明距离: 607)
03093. control desk       (相邻汉明距离: 593)
03094. control panel      (相邻汉明距离: 503)
03095. control class      (相邻汉明距离: 500)
03096. controlling        (相邻汉明距离: 450)
03097. controllability    (相邻汉明距离: 432)
03098. manual control     (相邻汉明距离: 604)
03099. manually           (相邻汉明距离: 481)
03100. manual link        (相邻汉明距离: 569)
03101. linking            (相邻汉明距离: 580)
03102. linkage            (相邻汉明距离: 420)
03103. linked subroutine  (相邻汉明距离: 539)
03104. linked object      (相邻汉明距离: 463)
03105. interlink          (相邻汉明距离: 575)
03106. interlocking       (相邻汉明距离: 552)
03107. interlock          (相邻汉明距离: 318)
03108. interlace          (相邻汉明距离: 494)
03109. interleaf          (相邻汉明距离: 478)
03110. interstitial       (相邻汉明距离: 539)
03111. interstices        (相邻汉明距离: 491)
03112. intercepting       (相邻汉明距离: 681)
03113. interception       (相邻汉明距离: 362)
03114. interposition      (相邻汉明距离: 521)
03115. interference       (相邻汉明距离: 596)
03116. interfere          (相邻汉明距离: 332)
03117. interfere in       (相邻汉明距离: 200)
03118. interfere in...    (相邻汉明距离: 204)
03119. interfere with...  (相邻汉明距离: 292)
03120. interfere with     (相邻汉明距离: 155)
03121. interrogate        (相邻汉明距离: 628)
03122. interoperate       (相邻汉明距离: 583)
03123. interoperable      (相邻汉明距离: 317)
03124. reparable          (相邻汉明距离: 665)
03125. irreparable        (相邻汉明距离: 477)
03126. irreversible       (相邻汉明距离: 444)
03127. irrepressible      (相邻汉明距离: 527)
03128. irreproachable     (相邻汉明距离: 507)
03129. irreverent         (相邻汉明距离: 574)
03130. irreverently       (相邻汉明距离: 254)
03131. irrespective       (相邻汉明距离: 589)
03132. irresolute         (相邻汉明距离: 470)
03133. irrefragable       (相邻汉明距离: 551)
03134. inexorable         (相邻汉明距离: 550)
03135. inextricably       (相邻汉明距离: 429)
03136. inextricable       (相邻汉明距离: 251)
03137. inseparable        (相邻汉明距离: 531)
03138. inalienable        (相邻汉明距离: 563)
03139. infallibility      (相邻汉明距离: 587)
03140. infallible         (相邻汉明距离: 354)
03141. fallible           (相邻汉明距离: 514)
03142. fail-safe          (相邻汉明距离: 548)
03143. fail to            (相邻汉明距离: 547)
03144. fatal error        (相邻汉明距离: 603)
03145. feat               (相邻汉明距离: 698)
03146. fee                (相邻汉明距离: 525)
03147. fuel               (相邻汉明距离: 589)
03148. carbon             (相邻汉明距离: 558)
03149. organic            (相邻汉明距离: 590)
03150. correct            (相邻汉明距离: 546)
03151. incorrect          (相邻汉明距离: 381)
03152. incorrectly        (相邻汉明距离: 424)
03153. erroneously        (相邻汉明距离: 379)
03154. inaccurate         (相邻汉明距离: 551)
03155. inexact            (相邻汉明距离: 429)
03156. exact in           (相邻汉明距离: 480)
03157. exactly            (相邻汉明距离: 428)
03158. extensively        (相邻汉明距离: 637)
03159. extensive contact  (相邻汉明距离: 510)
03160. make contact with  (相邻汉明距离: 550)
03161. get in touch with  (相邻汉明距离: 437)
03162. get in touch       (相邻汉明距离: 357)
03163. make phone of      (相邻汉明距离: 736)
03164. by phone           (相邻汉明距离: 385)
03165. by telephone       (相邻汉明距离: 345)
03166. make telephone calls (相邻汉明距离: 425)
03167. incoming call      (相邻汉明距离: 619)
03168. invoke             (相邻汉明距离: 676)
03169. escape             (相邻汉明距离: 627)
03170. skip               (相邻汉明距离: 550)
03171. jump               (相邻汉明距离: 552)
03172. long jump          (相邻汉明距离: 530)
03173. high jump          (相邻汉明距离: 485)
03174. hurdling           (相邻汉明距离: 582)
03175. huddle             (相邻汉明距离: 667)
03176. hubbub             (相邻汉明距离: 600)
03177. hullabaloo         (相邻汉明距离: 658)
03178. hula hoop          (相邻汉明距离: 615)
03179. hemline            (相邻汉明距离: 681)
03180. HELEN              (相邻汉明距离: 659)
03181. Helen              (相邻汉明距离: 374)
03182. SUSAN              (相邻汉明距离: 629)
03183. sally              (相邻汉明距离: 603)
03184. salesgirl          (相邻汉明距离: 586)
03185. saleswoman         (相邻汉明距离: 319)
03186. salesperson        (相邻汉明距离: 418)
03187. salesman           (相邻汉明距离: 318)
03188. sales              (相邻汉明距离: 532)
03189. sale               (相邻汉明距离: 290)
03190. for sale           (相邻汉明距离: 476)
03191. salable            (相邻汉明距离: 511)
03192. salvageable        (相邻汉明距离: 515)
03193. salvage value      (相邻汉明距离: 423)
03194. salvage charges    (相邻汉明距离: 492)
03195. charge for         (相邻汉明距离: 624)
03196. handling charge    (相邻汉明距离: 386)
03197. chargeable         (相邻汉明距离: 432)
03198. charge someone with (相邻汉明距离: 443)
03199. charge... to...    (相邻汉明距离: 490)
03200. dedicate... to     (相邻汉明距离: 668)
03201. dedicate to        (相邻汉明距离: 212)
03202. dedicate           (相邻汉明距离: 186)
03203. dedication         (相邻汉明距离: 350)
03204. dedicate oneself to (相邻汉明距离: 486)
03205. devote oneself to  (相邻汉明距离: 285)
03206. devote ... to ...  (相邻汉明距离: 365)
03207. devote one's attention to (相邻汉明距离: 520)
03208. catch one's attention (相邻汉明距离: 554)
03209. catch one's eye    (相邻汉明距离: 512)
03210. catch the eye      (相邻汉明距离: 328)
03211. catch the eye of   (相邻汉明距离: 162)
03212. eye level          (相邻汉明距离: 561)
03213. eyeless            (相邻汉明距离: 485)
03214. eyeball            (相邻汉明距离: 485)
03215. eye exercises      (相邻汉明距离: 606)
03216. eyeglasses         (相邻汉明距离: 572)
03217. eye-glasses        (相邻汉明距离: 258)
03218. field glasses      (相邻汉明距离: 521)
03219. magnifying glass   (相邻汉明距离: 622)
03220. glass-topped       (相邻汉明距离: 679)
03221. glass-fronted      (相邻汉明距离: 502)
03222. fiberglass         (相邻汉明距离: 627)
03223. fibre              (相邻汉明距离: 617)
03224. fiber-optic cable  (相邻汉明距离: 610)
03225. extension cord     (相邻汉明距离: 713)
03226. cordon             (相邻汉明距离: 608)
03227. corder             (相邻汉明距离: 562)
03228. corduroy           (相邻汉明距离: 606)
03229. cosset             (相邻汉明距离: 666)
03230. cozy               (相邻汉明距离: 593)
03231. cushy              (相邻汉明距离: 528)
03232. mushy              (相邻汉明距离: 537)
03233. mashed             (相邻汉明距离: 536)
03234. mishmash           (相邻汉明距离: 496)
03235. makeshift          (相邻汉明距离: 588)
03236. misfit             (相邻汉明距离: 646)
03237. misplaced          (相邻汉明距离: 553)
03238. misplace           (相邻汉明距离: 251)
03239. mischievous        (相邻汉明距离: 636)
03240. frivolous          (相邻汉明距离: 593)
03241. frivolity          (相邻汉明距离: 338)
03242. frigidity          (相邻汉明距离: 629)
03243. fertility          (相邻汉明距离: 626)
03244. fecundity          (相邻汉明距离: 472)
03245. fecund             (相邻汉明距离: 359)
03246. fruitfully         (相邻汉明距离: 651)
03247. fruition           (相邻汉明距离: 485)
03248. kiwi fruit         (相邻汉明距离: 607)
03249. kiwi               (相邻汉明距离: 297)
03250. fruit              (相邻汉明距离: 553)
03251. ingredient         (相邻汉明距离: 542)
03252. inch               (相邻汉明距离: 577)
03253. gram               (相邻汉明距离: 578)
03254. GRA                (相邻汉明距离: 493)
03255. gaff               (相邻汉明距离: 614)
03256. gaffe              (相邻汉明距离: 361)
03257. gag                (相邻汉明距离: 531)
03258. fag                (相邻汉明距离: 538)
03259. fagot              (相邻汉明距离: 410)
03260. forager            (相邻汉明距离: 626)
03261. feeder             (相邻汉明距离: 665)
03262. feed in            (相邻汉明距离: 520)
03263. feed on            (相邻汉明距离: 307)
03264. feed someone dinner (相邻汉明距离: 482)
03265. family dinner      (相邻汉明距离: 620)
03266. dinnertime         (相邻汉明距离: 581)
03267. dining-table       (相邻汉明距离: 634)
03268. dining table       (相邻汉明距离: 156)
03269. dining room        (相邻汉明距离: 447)
03270. dining-room        (相邻汉明距离: 174)
03271. dining car         (相邻汉明距离: 528)
03272. drive-in           (相邻汉明距离: 675)
03273. drive along        (相邻汉明距离: 522)
03274. drive at           (相邻汉明距离: 422)
03275. drove              (相邻汉明距离: 417)
03276. drift              (相邻汉明距离: 634)
03277. drifting           (相邻汉明距离: 349)
03278. drool              (相邻汉明距离: 630)
03279. drag on            (相邻汉明距离: 580)
03280. drag and drop      (相邻汉明距离: 494)
03281. drag image         (相邻汉明距离: 370)
